,Brand,CPU,Graphics,RAM,Display,Storage,Battery,Camera,Weight,Price,Type
152,Asus,"AMD Ryzen 7 6800H Mobile Processor (8-core/16-thread, 20MB cache, up to 4.7 GHz max boost)","NVIDIA® GeForce RTX™ 2050 Laptop GPU, Up to 1625MHz at 55W (TGP 70W with Dynamic Boost) *Vary by scenario, 4GB GDDR6","8GB DDR5-4800, SO-DIMM x 2 slot, Max Capacity: 32GB","15.6-inch, FHD (1920 x 1080) 16:9, anti-glare display, sRGB:62.5%, Adobe:47.34%, Refresh Rate:144Hz, IPS-level, Adaptive-Sync, MUX Switch + Optimus",512gb SSD,"56WHrs, 4S1P, 4-cell Li-ion",720p,2.2 KG,136000,Gaming
153,Asus,AMD Ryzen™ 7 5800H Mobile Processor ,AMD Radeon™ Graphics,"8GB DDR4 on board, Total system memory upgradeable to:16GB","
14.0-inch, WUXGA (1920 x 1200) 16:10 aspect ratio, IPS-level Panel, 300nits, 45% NTSC color gamut for non-OLED, Glossy display, TÜV Rheinland-certified, Touch screen, With stylus support, Screen-to-body ratio: 85 ％
",512GB SSD,"50WHrs, 3S1P, 3-cell Li-ion",720p,"



1.5 Kg



",138000,Normal
154,Asus,"12th Gen Intel® Core™ i5-12450H Processor 2 GHz (12M Cache, up to 4.4 GHz, 8 cores: 4 P-cores and 4 E-cores)","NVIDIA® GeForce RTX™ 3050 Laptop GPU1550MHz* at 75W (1500MHz Boost Clock+50MHz OC, 60W+15W Dynamic Boost)","16GB DDR5-4800, SO-DIMM x 2 slot, Max Capacity: 32GB","15.6-inch, FHD (1920 x 1080) 16:9, anti-glare display, sRGB:62.5%, Adobe:47.34%, Refresh Rate:144Hz, IPS-level, Adaptive-Sync, MUX Switch + Optimus",512GB SSD,"76WHrs, 4S1P, 4-cell Li-ion",720p,2.3 KG,140000,Gaming
155,Asus,AMD Ryzen 7 4800H Processor,NVIDIA GeForce GTX 1660Ti with 6GB GDDR6 VRAM,8GB DDR4 3200MHz SDRAM,"15.6"" (16:9) LED-backlit FHD (1920x1080) 144Hz Anti-Glare IPS-level Panel with Adaptive Sync",512GB SSD,90 Wh lithium-polymer battery Battery,720p,2.3 KG,143000,Gaming
156,Asus,"AMD Ryzen™ 7 7730U Mobile Processor (8-core/16-thread, 16MB cache, up to 4.5 GHz max boost)",AMD Radeon Graphics,"16GB LPDDR4X on board, Total system memory upgradeable to:16GB","

14.0-inch WQXGA display, 16:10 aspect ratio, 0.2ms response time, VESA CERTIFIED Display, Glossy display, Screen-to-body ratio: 90 ％

",1TB M.2 NVMe™ PCIe® 3.0 SSD,"75WHrs, 2S2P, 4-cell Li-ion",1080p FHD cameraWith privacy shutter,"



1.39Kg



",144000,Normal
157,Asus,"Intel Core i7-1165G7 Processor 2.8 GHz (12M Cache, up to 4.7 GHz, 4 cores)",Intel Iris Plus Graphics,"16GB LPDDR4X on board, Memory ","


14” Full HD (1920 x 1080 pixels),
16:9 aspect, anti-glare screen, 300nits brightness display
Four-sided frameless NanoEdge design with 90% screen-to-body ratio
2.5mm-thin side bezel and 10.9mm bottom bezel1
IPS-level wide-view technology



",512GB PCIe Gen3 SSD,"

67 Wh Polymer Battery 22 Hours battery life 

",3D IR HD Camera,"



1.13Kg



",145000,Normal
158,Asus,"12th Gen Intel® Core™ i5-12500H Processor 2.5 GHz (18M Cache, up to 4.5 GHz, 12 cores: 4 P-cores and 8 E-cores)","NVIDIA GeForce RTX 3060 Laptop GPU1752MHz* at 140W (1702MHz Boost Clock+50MHz OC, 115W+25W Dynamic Boost)","8GB DDR5-4800, SO-DIMM x 2 slot, Max Capacity: 32GB","NVIDIA® GeForce RTX™ 3050 Laptop GPU, 1790MHz* at 95W (1740MHz Boost Clock+50MHz OC, 80W+15W Dynamic Boost), 4GB GDDR6",512GB SSD,"56WHrs, 4S1P, 4-cell Li-ion",720p,2.2 KG,145000,Gaming
159,Asus,"Intel® Core™ i7-11800H Processor 2.3 GHz (24M Cache, up to 4.6 GHz, 8 Cores)","NVIDIA GeForce RTX 3050 Laptop GPU,4GB GDDR6",16GB DDR4 3200 MHz SDRAM (8GB On-Board); Max 32GB,"15.6-inch IPS display; Full-HD (1920 x 1080 pixels) resolution; 144Hz refresh rate with Adaptive Sync; 16:9 aspect ratio; sRGB: 62.5%, Adobe: 47.34%, Pantone Validated: N/A",512GB SSD,"90WHrs, 4S1P, 4-cell Li-ion",720p,2.3 KG,148000,Gaming
160,Asus,"Intel Core i7-12700H Processor 2.3 GHz (24M Cache, up to 4.7 GHz, 6P+8E cores)",Intel Iris Xe Graphics,"8GB DDR4 on board, 8GB DDR4 SO-DIMM, Total system memory upgradeable to:16GB","
14.0-inch, WUXGA (1920 x 1200 pixels) 16:10 aspect ratio, IPS-level Panel, LED Backlit, 300nits, 45% NTSC color gamut for non-OLED, Glossy display, TÜV Rheinland-certified, Touch screen, With stylus support, Screen-to-body ratio: 85 ％
",512GB M.2 NVMe™ PCIe® 4.0 SSD,"50WHrs, 3S1P, 3-cell Li-ion",1080p FHD cameraWith privacy shutter,"



1.5 Kg



",156000,Normal
161,Asus,"12th Gen Intel Core i5-12450H Processor 2 GHz (12M Cache, up to 4.4 GHz, 8 cores: 4 P-cores and 4 E-cores)","NVIDIA GeForce RTX 3070 Laptop GPU1340MHz at 105W (1290MHz Boost Clock+50MHz OC, 80W+25W Dynamic Boost)","16GB DDR5-4800, SO-DIMM x 2 slot, Max Capacity: 32GB","15.6-inch, FHD (1920 x 1080) 16:9, anti-glare display, sRGB:62.5%, Adobe:47.34%, Refresh Rate:144Hz, IPS-level, Adaptive-Sync, MUX Switch + Optimus",1TB SSD,"76WHrs, 4S1P, 4-cell Li-ion",720p,2.3 KG,159900,Gaming
162,Asus,"12th Gen Intel® Core™ i7-12650H Processor 2.3 GHz (24M Cache, up to 4.7 GHz, 10 cores: 6 P-cores and 4 E-cores)","NVIDIA® GeForce RTX™ 3050 Laptop GPU1550MHz* at 75W (1500MHz Boost Clock+50MHz OC, 60W+15W Dynamic Boost)","16GB DDR5-4800, SO-DIMM x 2 slot, Max Capacity: 32GB","15.6-inch, FHD (1920 x 1080) 16:9, anti-glare display, sRGB:62.5%, Adobe:47.34%, Refresh Rate:144Hz, IPS-level, Adaptive-Sync, MUX Switch + Optimus",512GB SSD,"76WHrs, 4S1P, 4-cell Li-ion",720p,2.3 KG,166000,Gaming
163,Asus,"


Intel® Core™ i7-1260P Processor 2.1 GHz (18M Cache, up to 4.7 GHz, 4P+8E cores)


",Intel® Iris Xe Graphics,"16GB LPDDR5 on board, Total system memory upgradeable to:16GB","

14.0-inch, 2.8K (2880 x 1800) OLED 16:10 aspect ratio, 0.2ms response time, 90Hz refresh rate, 400nits, 600nits HDR peak brightness, 100% DCI-P3 color gamut, 1,000,000:1, VESA CERTIFIED Display HDR True Black 600, 1.07 billion colors, PANTONE Validated, Glossy display, 70% less harmful blue light, TÜV Rheinland-certified, SGS Eye Care Display, Non-touch screen, (Screen-to-body ratio)90%

",1TB M.2 NVMe™ PCIe® 4.0 Performance SSD,"


75WHrs, 2S2P, 4-cell Li-ion


",1080p FHD camera,"



1.39 Kg



",168000,Normal
164,Asus,"Intel Core i5-11400H Processor 2.7 GHz (12M Cache, up to 4.5 GHz, 6 Cores)","NVIDIA GeForce RTX 3060 Laptop GPU, Up to 1630MHz at 90W (95W with Dynamic Boost), 6GB GDDR6",8GB DDR4 3200 MHz SDRAM (8GB On-Board); Max 32GB,"15.6-inch IPS display; Full-HD (1920 x 1080 pixels) resolution; 144Hz refresh rate with Adaptive Sync; 16:9 aspect ratio; sRGB: 100%%, Adobe: 47.34%, Pantone Validated: N/A",512GB SSD,"90WHrs, 4S1P, 4-cell Li-ion",720p,2.3 KG,170000,Gaming
165,Asus,"Intel® Core™ i7-11800H Processor 2.3 GHz (24M Cache, up to 4.6 GHz, 8 Cores)","NVIDIA GeForce RTX 3050ti Laptop GPU,4GB GDDR6",16GB DDR4 3200 MHz SDRAM (8GB On-Board); Max 32GB,"15.6-inch IPS display; Full-HD (1920 x 1080 pixels) resolution; 144Hz refresh rate with Adaptive Sync; 16:9 aspect ratio; sRGB: 100%%, Adobe: 47.34%, Pantone Validated: N/A",512GB SSD,"90WHrs, 4S1P, 4-cell Li-ion",720p,2.3 KG,172000,Gaming
166,Asus,"AMD Ryzen™ 7 7735HS Mobile Processor (8-core/16-thread, 16MB L3 cache, up to 4.7 GHz max boost)","NVIDIA® GeForce RTX™ 4050 Laptop GPU, 2420MHz* at 140W (2370MHz Boost Clock+50MHz OC, 115W+25W Dynamic Boost), 6GB GDDR6","16GB DDR5-4800, SO-DIMM x 2 slot, Max Capacity: 32GB","15.6-inch, FHD (1920 x 1080) 16:9, Value IPS-level, Anti-glare display, sRGB:100%, Adobe:75.35%, Refresh Rate:144Hz, G-Sync, MUX Switch + NVIDIA® Advanced Optimus",512GB PCIe 4.0 NVMe M.2 SSD,"90WHrs, 4S1P, 4-cell Li-ion",720p,2.2 KG,176000,Gaming
167,Asus,"


Intel® Core™ i7-1360P Processor 2.2 GHz (18MB Cache, up to 5.0 GHz, 12 cores, 16 Threads)


",Intel® Iris Xe Graphics,"16GB LPDDR5 on board, Total system memory upgradeable to:16GB","

14.0-inch, 3K (2880 x 1800) OLED 16:10 aspect ratio, 0.2ms response time, 90Hz refresh rate, 400nits, 600nits HDR peak brightness, 100% DCI-P3 color gamut, 1,000,000:1, VESA CERTIFIED Display HDR True Black 600, 1.07 billion colors, PANTONE Validated, Glossy display, 70% less harmful blue light, TÜV Rheinland-certified, SGS Eye Care Display, Non-touch screen, (Screen-to-body ratio)90%

",1TB M.2 NVMe™ PCIe® 4.0 Performance SSD,"


75WHrs, 2S2P, 4-cell Li-ion


",1080p FHD camera,"



1.39 Kg



",180000,Normal
168,Asus,"
AMD Ryzen 7 5800H Processor 3.2 GHz (16M Cache, up to 4.4 GHz)
","
NVIDIA GeForce RTX 3050 4GB GDDR6 VRAM
","
16GB DDR4 
","
15.6-inch IPS display, Full-HD (1920 x 1080 pixels) resolution; 144Hz refresh rate; 16:9 aspect ratio
","
512GB SSD
","
4-cell Li-ion, 90WHrs, 4S1P
",720p,"
2.3 KG
",183000,Normal
169,Asus,"
AMD Ryzen 7 5800H Mobile Processor (8-core/16-thread, 20MB cache, up to 4.4 GHz max boost)
","








NVIDIA GeForce RTX 3050 Laptop GPU








","


16GB DDR4 onboard


","







14-inch OLED display; WQXGA+ (2880 x 1800 pixels) resolution; 16:10 aspect ratio; Glossy display; DCI-P3:100%; Refresh Rate:90Hz; Response Time:3ms







","
1TB SSD
","
3-cell Li-ion, 63WHrs
","
FHD 1080P@60FPS external camera
","
2.3 KG
",194000,Normal
170,Asus,"
Intel Core i7-13700H Processor 2.4 GHz (24MB Cache, up to 5.0 GHz, 14 cores, 20 Threads)
","




















NVIDIA GeForce RTX 3050 6GB Laptop GPU6GB GDDR6




















","








16GB DDR5-4800 




8GB DDR5 on board8GB DDR5 SO-DIMMTotal system memory upgradeable to:24GB*Dual-channel memory support requires at least one SO-DIMM module.








","
15.6-inch, FHD (1920 x 1080) 16:9 aspect ratio, IPS-level Panel, LED Backlit, 144Hz refresh rate, 250nits, 100% sRGB color gamut, PANTONE Validated, Anti-glare display, TÜV Rheinland-certified, Non-touch screen, (Screen-to-body ratio)84%
","
1TB PCIe® 4.0 NVMe™ M.2 SSD
","
70WHrs, 3S1P, 3-cell Li-ion
",720p,"
1.8 KG
",195000,Normal
171,Asus,"
AMD Ryzen 7 5800H Processor 3.2 GHz (16M Cache, up to 4.4 GHz)
","
NVIDIA GeForce RTX 3050Ti 4GB GDDR6 VRAM
","
16GB DDR4 
","
15.6-inch IPS display, Full-HD (1920 x 1080 pixels) resolution; 144Hz refresh rate; 16:9 aspect ratio
","
512GB SSD
","
4-cell Li-ion, 90WHrs, 4S1P
",720p,"
2.3 KG
",197000,Normal
172,Asus,"AMD Ryzen™ 7 6800H Mobile Processor (8-core/16-thread, 16MB cache, up to 4.7 GHz max boost)","AMD Radeon™ Graphics, NVIDIA® GeForce® RTX™ 3050 Laptop GPU, 4GB GDDR6","16GB LPDDR5 on board, Total system memory upgradeable to:16GB","
14.0-inch, 2.8K (2880 x 1800) OLED 16:10 aspect ratio, 90Hz refresh rate, 400nits, 600nits HDR peak brightness, 100% DCI-P3 color gamut, 1,000,000:1, VESA CERTIFIED Display HDR True Black 600, 1.07 billion colors, PANTONE Validated, 70% less harmful blue light, TÜV Rheinland-certified, SGS Eye Care Display, Screen-to-body ratio: 84 %
",1TB M.2 NVMe™ PCIe® 4.0 SSD,"63WHrs, 3S1P, 3-cell Li-ion",720p FHD cameraWith privacy shutter,"



1.45 Kg



",200000,Normal
173,Asus,"AMD Ryzen 9 7940HS Mobile Processor (8-core/16-thread, 16MB L3 cache, up to 5.2 GHz max boost)","NVIDIA GeForce RTX 4050 Laptop GPU, 2420MHz* at 140W (2370MHz Boost Clock+50MHz OC, 115W+25W Dynamic Boost), 6GB GDDR6","16GB DDR5-4800, SO-DIMM x 2 slot, Max Capacity: 32GB","15.6-inch, FHD (1920 x 1080) 16:9, Value IPS-level, Anti-glare display, sRGB:100%, Adobe:75.35%, Refresh Rate:144Hz, G-Sync, MUX Switch + NVIDIA Advanced Optimus",1TB PCIe 4.0 NVMe M.2 SSD,"90WHrs, 4S1P, 4-cell Li-ion",720p,2.2 KG,204000,Gaming
174,Asus,"


Intel Core i7-1355U Processor 1.7 GHz (12MB Cache, up to 5.0 GHz, 10 cores, 12 Threads)


",Intel Iris Xe Graphics,16GB LPDDR5 on board,"

13.3-inch, 2.8K (2880 x 1800) OLED 16:10 aspect ratio, 0.2ms response time, 60Hz refresh rate, 550nits HDR peak brightness, 100% DCI-P3 color gamut, 1,000,000:1, VESA CERTIFIED Display HDR True Black 500, 1.07 billion colors, PANTONE Validated, Glossy display, 70% less harmful blue light, TÜV Rheinland-certified, SGS Eye Care Display, Non-touch screen, (Screen-to-body ratio)85%

",1TB M.2 NVMe PCIe 4.0 SSD,"63WHrs, 2S2P, 4-cell Li-ion","
FHD camera with IR function to support Windows Hello
","



1.0Kg



",204000,Normal
175,Asus,"AMD Ryzen 7 6800H Mobile Processor (8-core/16-thread, 20MB cache, up to 4.7 GHz max boost)","NVIDIA GeForce RTX 3060 Laptop GPU1752MHz* at 140W (1702MHz Boost Clock+50MHz OC,115W+25W Dynamic Boost)","16GB DDR5-4800, SO-DIMM x 2 slot, Max Capacity: 32GB","15.6-inch, FHD (1920 x 1080) 16:9, anti-glare display, sRGB:100%, Adobe:75.35%, Refresh Rate:144Hz, IPS-level, Adaptive-Sync, MUX Switch + Optimus",1TB SSD,"90WHrs, 4S1P, 4-cell Li-ion",720p,2.2 KG,204900,Gaming
176,Asus,"


Intel Core i7-1360P Processor 2.2 GHz (18MB Cache, up to 5.0 GHz, 12 cores, 16 Threads)


",Intel Iris Xe Graphics,16GB LPDDR5 on board,"

14.0-inch, 2.8K (2880 x 1800) OLED 16:10 aspect ratio, 0.2ms response time, 90Hz refresh rate, 400nits, 550nits HDR peak brightness, 100% DCI-P3 color gamut, 1,000,000:1, VESA CERTIFIED Display HDR True Black 500, 1.07 billion colors, PANTONE Validated, Glossy display, 70% less harmful blue light, TÜV Rheinland-certified, SGS Eye Care Display, Touch screen, (Screen-to-body ratio)87%, With stylus support

",1TB M.2 NVMe™ PCIe® 4.0 SSD,"75WHrs, 2S2P, 4-cell Li-ion","
FHD camera with IR function to support Windows Hello
","



1.5Kg



",208000,Normal
177,Asus,"


Intel Core i7-12700H Processor 2.3 GHz (24M Cache, up to 4.7 GHz, 6P+8E cores)


",Intel Iris Xᵉ Graphics (available for Intel® Core™ i5/i7/i9 with dual channel memory)Intel® Iris Xe Graphics,"16GB LPDDR5 on board, Total system memory upgradeable to:16GB","

14.0-inch, 2.8K (2880 x 1800) 16:10 aspect ratio, 0.2ms response time, 90Hz refresh rate, 400nits, 550nits HDR peak brightness, 100% DCI-P3 color gamut, 1,000,000:1, VESA CERTIFIED Display HDR True Black 500, 1.07 billion colors, PANTONE Validated, Glossy display, 70% less harmful blue light, SGS Eye Care Display, Touch screen, With stylus support, Screen-to-body ratio: 90 %

",1TB M.2 NVMe PCIe 4.0 Performance SSD,"


63WHrs, 3S1P, 3-cell Li-ion


",720p HD cameraWith privacy shutter,"



1.3 Kg



",214000,Normal
178,Asus,"



Intel® Core™ i7-11370H Processor 3.3 GHz (12M Cache, up to 4.8 GHz, 4 cores)



","

Intel® Iris Xe Graphics, NVIDIA® GeForce® GTX 1650 Max Q, 4GB GDDR6

","16GB DDR4 on board, Total system memory:16GB","
15.6-inch, FHD (1920 x 1080) 16:9 aspect ratio, IPS-level Panel, LED Backlit, 300nits, 100% sRGB color gamut, PANTONE Validated, Glossy display, Touch screen, With stylus support, Screen-to-body ratio: 90 ％
",1TB M.2 NVMe™ PCIe® 3.0 SSD,"
96WHrs, 3S2P, 6-cell Li-ion
",HD camera with IR function to support Windows Hello,"



1.9Kg



",216000,Normal
179,Asus,"Intel® Core™ i7-1165G7 Processor 2.8 GHz (12M Cache, up to 4.7 GHz, 4 cores)","Intel® Iris Xe Graphics,NVIDIA® GeForce® MX450,2GB GDDR6",16GB LPDDR4X on board,"
Touch screen,14.0-inch,FHD (1920 x 1080) 16:9,IPS-level Panel,Anti-glare display,LED Backlit,400nits,sRGB: 100%,Pantone Validated,Screen-to-body ratio: 93 %,With stylus support
",1TB M.2 NVMe™ PCIe® 3.0 SSD,"70WHrs, 4-cell Li-ion",HD IR Camera,1.65kg,220000,Normal
180,Asus,"12th Gen Intel® Core™ i7-12650H Processor 2.3 GHz (24M Cache, up to 4.7 GHz, 10 cores: 6 P-cores and 4 E-cores)","NVIDIA® GeForce RTX™ 3070 Laptop GPU1340MHz* at 105W (1290MHz Boost Clock+50MHz OC, 80W+25W Dynamic Boost)","16GB DDR5-4800, SO-DIMM x 2 slot, Max Capacity: 32GB","15.6-inch, FHD (1920 x 1080) 16:9, anti-glare display, sRGB:62.5%, Adobe:47.34%, Refresh Rate:144Hz, IPS-level, Adaptive-Sync, MUX Switch + Optimus",1TB SSD,"76WHrs, 4S1P, 4-cell Li-ion",720p,2.3 KG,220000,Gaming
181,Asus,"


Intel® Core™ i7-1260P Processor 2.1 GHz (18M Cache, up to 4.7 GHz, 4P+8E cores)


",NVIDIA® GeForce® MX5502GB GDDR6,16GB LPDDR5 on board,"

14.0-inch, 4K (3840 x 2400) OLED 16:10 aspect ratio, 0.2ms response time, 60Hz refresh rate, 550nits HDR peak brightness, 100% DCI-P3 color gamut, 1,000,000:1, VESA CERTIFIED Display HDR True Black 500, 1.07 billion colors, PANTONE Validated, Glossy display, 70% less harmful blue light, TÜV Rheinland-certified, SGS Eye Care Display, Touch screen, (Screen-to-body ratio)92%, With stylus support

",1TB M.2 NVMe PCIe 4.0 SSD,"63WHrs, 2S2P, 4-cell Li-ion","
720p HD cameraWith privacy shutter
","



1.4Kg



",225000,Normal
182,Asus,"
AMD Ryzen 9 5900HX Mobile Processor (8-core/16-thread, 20MB cache, up to 4.6 GHz max boost)
","








NVIDIA GeForce RTX 3050 Ti Laptop GPU With ROG Boost up to 1585MHz at 60W (75W with Dynamic Boost) 4GB GDDR6 VRAM








","


16GB DDR4 onboard




16GB DDR4-3200 SO-DIMM




Max Capacity : 48GB


","





15.6-inch IPS display




FHD (1920x 1080) resolution; 16:9 aspect ratio




anti-glare display




DCI-P3:100%




Refresh Rate:144Hz




Response Time:3ms




IPS-level




FreeSync




Pantone Validated




Optimus





","
1TB SSD
","
4-cell Li-ion, 90WHrs, 4S1P
","
FHD 1080P@60FPS external camera
","
2.3 KG
",227000,Normal
183,Asus,"AMD Ryzen 9 7940HS Mobile Processor (8-core/16-thread, 16MB L3 cache, up to 5.2 GHz max boost)","NVIDIA® GeForce RTX™ 4060 Laptop GPU, 2420MHz* at 140W (2370MHz Boost Clock+50MHz OC, 115W+25W Dynamic Boost), 8GB GDDR6","16GB DDR5-4800, SO-DIMM x 2 slot, Max Capacity: 32GB","15.6-inch, FHD (1920 x 1080) 16:9, Value IPS-level, Anti-glare display, sRGB:100%, Adobe:75.35%, Refresh Rate:144Hz, G-Sync, MUX Switch + NVIDIA® Advanced Optimus",1TB PCIe 4.0 NVMe M.2 SSD,"90WHrs, 4S1P, 4-cell Li-ion",720p,2.2 KG,227000,Gaming
184,Asus,"12th Gen Intel® Core™ i7-12700H Processor 2.3 GHz (24M Cache, up to 4.7 GHz, 14 cores: 6 P-cores and 8 E-cores)","NVIDIA® GeForce RTX™ 3060 Laptop GPU1752MHz* at 140W (1702MHz Boost Clock+50MHz OC, 115W+25W Dynamic Boost)","16GB DDR5-4800, SO-DIMM x 2 slot, Max Capacity: 32GB","15.6-inch, WQHD (2560 x 1440)) 16:9, anti-glare display, sRGB:100%, Adobe:75.35%, Refresh Rate:165Hz, IPS-level, Adaptive-Sync, MUX Switch + Optimus",1TB SSD,"90WHrs, 4S1P, 4-cell Li-ion",720p,2.2 KG,229900,Gaming
185,Asus,"13th Gen Intel® Core™ i7-13700H Processor 2.4 GHz (24M Cache, up to 5 GHz, 14 cores: 6 P-cores and 8 E-cores)","



NVIDIA® GeForce RTX™ 4060 Laptop GPU, 2420MHz* at 140W (2370MHz Boost Clock+50MHz OC, 115W+25W Dynamic Boost), 8GB GDDR6




","16GB DDR5-4800, SO-DIMM x 2 slot, Max Capacity: 32GB","



15.6-inch, FHD (1920 x 1080) 16:9, Value IPS-level, Anti-glare display, sRGB:100%, Adobe:75.35%, Refresh Rate:144Hz, G-Sync, MUX Switch + NVIDIA® Advanced Optimus




",1TB SSD,"90WHrs, 4S1P, 4-cell Li-ion",720p,2.2 KG,230900,Gaming
186,Asus,"
AMD Ryzen 9 5900HS Mobile Processor (8-core/16-thread 20MB cache, up to 4.6 GHz max boost)
","











NVIDIA GeForce RTX 3050 Ti Laptop GPU




With ROG Boost up to 1135MHz at 35W (40W with Dynamic Boost)




4GB GDDR6











","


16GB LPDDR4X on board


","








13.4-inch




WQUXGA (3840 x 2400) 16:10




glossy display




sRGB:116%




Adobe:86%




DCI-P3:85%




Touch Screen




Refresh Rate:120Hz




IPS-level




Adaptive-Sync




Pantone Validated




Optimus








","
1TB M.2 2230 NVMe™ PCIe® 3.0 SSD
","
62WHrs, 4S1P, 4-cell Li-ion
TYPE-C, 100W AC Adapter, Output: 20V DC, 5A, 100W, Input: 100~240V AC, 50/60Hz universal
","
720P
","
1.3 KG
",238000,Normal
187,Asus,"
AMD Ryzen™ 7 5800H Mobile Processor (8-core/16-thread, 20MB cache, up to 4.4 GHz max boost)
","








AMD Radeon™ Graphics, NVIDIA® GeForce® RTX™ 3050 Ti Laptop GPU, Boost up to 1035MHz at 35W (50W with Dynamic Boost)NVIDIA Max-Q technology for peak performance and efficiency, 4GB GDDR6








","


16GB DDR4 onboard


","







16.0-inch, 4K (3840 x 2400) OLED 16:10 aspect ratio, 0.2ms response time, 550nits peak brightness, 100% DCI-P3 color gamut, 1,000,000:1, VESA CERTIFIED Display HDR True Black 500, 1.07 billion colors, PANTONE Validated, Glossy display, 70% less harmful blue light, SGS Eye Care Display, Screen-to-body ratio: 86 ％







","
1TB SSD
","
96WHrs, 3S2P, 6-cell Li-ion
","
FHD 1080P@60FPS external camera
","
1.95 KG
",238000,Normal
188,Asus,"
Intel® Core™ i7-11800H Processor 2.3 GHz (24M Cache, up to 4.6 GHz, 8 Cores)
","


NVIDIA® GeForce RTX™ 3050 Ti Laptop GPU




With ROG Boost up to 1585MHz at 60W (75W with Dynamic Boost)




4GB GDDR6


","
16GB (8GB DDR4 onboard + 8GB DDR4-3200 SO-DIMM)Max Capacity: 40GB
","
16-inch IPS display; WQXGA (2560 x 1600 pixels) resolution; 144Hz refresh rate; 3ms response time; 16:10 aspect ratio; anti-glare display; DCI-P3: 100%; Pantone Validated: Yes
","
 
512GB M.2 NVMe PCIe 4.0 SSD
","
90WHrs, 4S1P, 4-cell Li-ion
","
 720P HD camera
","
 1.90 Kg (4.19 lbs)
",242000,Normal
189,Asus,"
13th Gen Intel® Core™ i7-13620H Processor 2.4 GHz (24M Cache, up to 4.9 GHz, 10 cores: 6 P-cores and 4 E-cores)
","

















NVIDIA® GeForce RTX™ 4060 Laptop GPU




ROG Boost: 2300MHz* at 120W (2250MHz Boost Clock+50MHz OC, 100W+20W Dynamic Boost)




8GB GDDR6

















","





16GB DDR4 on board




16GB DDR4-3200 SO-DIMM




Max Capacity:48GB





","








16-inch




FHD+ 16:10 (1920 x 1200, WUXGA)




Value IPS-level




Anti-glare display




sRGB:100%




Refresh Rate:165Hz




G-Sync




MUX Switch + NVIDIA® Advanced Optimus




Support Dolby Vision HDR :Yes











","
1TB PCIe® 4.0 NVMe™ M.2 SSD
","
4-cell Li-ion, 90WHrs, 4S1P
",720p,"
2 KG
",261000,Normal
190,Asus,"
13th Gen Intel Core™ i7-13650HX Processor 2.6 GHz (24M Cache, up to 4.9 GHz, 14 cores: 6 P-cores and 8 E-cores)
","











NVIDIA GeForce RTX™ 4060 Laptop GPU




ROG Boost: 2420MHz* at 140W (2370MHz Boost Clock+50MHz OC, 115W+25W Dynamic Boost)




8GB GDDR6











","


16GB DDR5-4800 SO-DIMM x 2




Max Capacity:32GB




Support dual channel memory


","





16-inch




FHD+ 16:10 (1920 x 1200, WUXGA)




IPS-level




Anti-glare display




sRGB:100%




Refresh Rate:165Hz




Response Time:7ms




G-Sync




MUX Switch + NVIDIA® Advanced Optimus




Support Dolby Vision HDR :Yes








","
1TB PCIe® 4.0 NVMe™ M.2 SSD
","
4-cell Li-ion, 90WHrs, 4S1P
",720p,"
2.5 KG
",263000,Normal
191,Asus,"


AMD Ryzen 9 6900HS Mobile Processor (8-core/16-thread, 16MB cache, up to 4.9 GHz max boost)


",AMD Radeon RX 6700SROG Boost: up to 100W(SmartShift)8GB GDDR6,8GB DDR5 on board8GB DDR5-4800 SO-DIMMMax Capacity: 24GB,"

ROG Nebula Display14-inchWQXGA (2560 x 1600) 16:10anti-glare displayDCI-P3:100%Refresh Rate: 120HzResponse Time: 3msIPS-levelAdaptive-SyncPantone ValidatedMUX SwitchDolby vision

",1TB M.2 NVMe™ PCIe® 4.0 Performance SSD,"


76WHrs, 4S1P, 4-cell Li-ion


",720P HD IR Camera for Windows Hello,"



1.72 Kg



",264900,Normal
192,Asus,"
Intel® Core™ i7-11800H Processor 2.3 GHz (24M Cache, up to 4.6 GHz, 8 Cores)
","
NVIDIA GeForce RTX 3060 Laptop GPUWith ROG Boost up to 1525MHz at 80W (95W with Dynamic Boost)6GB GDDR6 VRAM
","
16GB (8GB DDR4 onboard + 8GB DDR4-3200 SO-DIMM)Max Capacity: 40GB
","
16-inch IPS display; WQXGA (2560 x 1600 pixels) resolution; 144Hz refresh rate; 3ms response time; 16:10 aspect ratio; anti-glare display; DCI-P3: 100%; Pantone Validated: Yes
","
 
1TB M.2 NVMe PCIe 4.0 SSD
","
90WHrs, 4S1P, 4-cell Li-ion
","
 720P HD camera
","
 1.90 Kg (4.19 lbs)
",272000,Normal
